"Gene","UniProt_ID","Protein_Name","Source","Query_Type"
"OVCA1","Q9BZG8","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"OVCA2","Q8WZ82","Esterase OVCA2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"OVCOV1","Q9NQQ7","Solute carrier family 35 member H1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"OZF","Q15072","Zinc finger protein OZF","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P23","Q15185","Prostaglandin E synthase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"p27","P46527","Cyclin-dependent kinase inhibitor 1B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P2PR","Q7Z6E9","E3 ubiquitin-protein ligase RBBP6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P300","Q09472","Histone acetyltransferase p300","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P53","P04637","Cellular tumor antigen p53","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P53RDL1","Q8IZJ1","Netrin receptor UNC5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P542","Q9UKM9","RNA-binding protein Raly","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P63","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P73H","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P73L","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"P95","O60934","Nibrin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PACT","Q7Z6E9","E3 ubiquitin-protein ligase RBBP6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PALB2","Q86YC2","Partner and localizer of BRCA2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PALLD","Q8WX93","Palladin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PAN2","Q96MN2","NACHT, LRR and PYD domains-containing protein 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PARK2","O60260","E3 ubiquitin-protein ligase parkin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PARN","O95453","Poly(A)-specific ribonuclease PARN","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PASD1","Q8IV76","Circadian clock protein PASD1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PASK","Q9UEW8","STE20/SPS1-related proline-alanine-rich protein kinase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PAX5","Q02548","Paired box protein Pax-5","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PB39","O75387","Large neutral amino acids transporter small subunit 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PBK","Q96KB5","Lymphokine-activated killer T-cell-originated protein kinase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCANAP1","Q8NFT2","Metalloreductase STEAP2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCANAP5","Q6IWH7","Anoctamin-7","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCANAP6","Q96JT2","Solute carrier family 45 member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCANAP7","O43581","Synaptotagmin-7","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCDH11","Q9BZA8","Protocadherin-11 Y-linked","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCDH11Y","Q9BZA8","Protocadherin-11 Y-linked","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCDH22","Q9BZA8","Protocadherin-11 Y-linked","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PCDHY","Q9BZA8","Protocadherin-11 Y-linked","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDGFR","P09619","Platelet-derived growth factor receptor beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDGFR1","P09619","Platelet-derived growth factor receptor beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDGFRB","P09619","Platelet-derived growth factor receptor beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDGFRL","Q15198","Platelet-derived growth factor receptor-like protein","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDIA18","Q8TD06","Anterior gradient protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDRC1","Q9UBG3","Cornulin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDZD2","O15018","PDZ domain-containing protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PDZK3","O15018","PDZ domain-containing protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PECI","O75521","Enoyl-CoA delta isomerase 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PEDF","P36955","Pigment epithelium-derived factor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PEDS","A5PLL7","Plasmanylethanolamine desaturase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PEDS1","A5PLL7","Plasmanylethanolamine desaturase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PEPD","P12955","Xaa-Pro dipeptidase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PEPE1","O94885","SAM and SH3 domain-containing protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PERSYN","O76070","Gamma-synuclein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PFAAP4","Q15008","26S proteasome non-ATPase regulatory subunit 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PFKFB3","Q16875","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PHF11","Q9UIL8","PHD finger protein 11","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PHF13","Q86YI8","PHD finger protein 13","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PIG3","Q53FA7","Quinone oxidoreductase PIG3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PIG8","O14681","Etoposide-induced protein 2.4 homolog","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PIK3C2G","O75747","Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PIK3CA","P42336","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PINCH","P48059","LIM and senescent cell antigen-like-containing domain protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PINCH1","P48059","LIM and senescent cell antigen-like-containing domain protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PIWIL2","Q8TC59","Piwi-like protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PJS","Q15831","Serine/threonine-protein kinase STK11","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PK120","Q14624","Inter-alpha-trypsin inhibitor heavy chain H4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PKB","P31749","RAC-alpha serine/threonine-protein kinase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PKBG","Q9Y243","RAC-gamma serine/threonine-protein kinase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLA2G16","P53816","Phospholipase A and acyltransferase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLAAT3","P53816","Phospholipase A and acyltransferase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLAUR","Q03405","Urokinase plasminogen activator surface receptor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLEKHA8","Q96JA3","Pleckstrin homology domain-containing family A member 8","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLK","P53350","Serine/threonine-protein kinase PLK1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLK1","P53350","Serine/threonine-protein kinase PLK1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PLU1","Q9UGL1","Lysine-specific demethylase 5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PMS1","P54277","PMS1 protein homolog 1","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PMS2","P54278","Mismatch repair endonuclease PMS2","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PMSL1","P54277","PMS1 protein homolog 1","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PMSL2","P54278","Mismatch repair endonuclease PMS2","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PMX1","P54821","Paired mesoderm homeobox protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PNPLA3","Q9NST1","1-acylglycerol-3-phosphate O-acyltransferase PNPLA3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PNUTL3","Q8WYJ6","Septin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLD","P28340","DNA polymerase delta catalytic subunit","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLD1","P28340","DNA polymerase delta catalytic subunit","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLE","Q07864","DNA polymerase epsilon catalytic subunit A","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLE1","Q07864","DNA polymerase epsilon catalytic subunit A","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLH","O75417","DNA polymerase theta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POLQ","O75417","DNA polymerase theta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POT1","Q9NUX5","Protection of telomeres protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POU2AF3","A8K830","POU class 2 homeobox associating factor 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"POV1","O75387","Large neutral amino acids transporter small subunit 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPARG","P37231","Peroxisome proliferator-activated receptor gamma","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPHLN1","Q8NEY8","Periphilin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPM1D","O15297","Protein phosphatase 1D","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPP1R8","Q12972","Nuclear inhibitor of protein phosphatase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPP2R5A","Q15172","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PPP2R5C","Q13362","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRC17","Q8IZP1","TBC1 domain family member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRD","P12955","Xaa-Pro dipeptidase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRKE1","P80192","Mitogen-activated protein kinase kinase kinase 9","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRKM6","Q16659","Mitogen-activated protein kinase 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRKMK3","P46734","Dual specificity mitogen-activated protein kinase kinase 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRKN","O60260","E3 ubiquitin-protein ligase parkin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRKWNK2","Q9Y3S1","Serine/threonine-protein kinase WNK2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRL3","O75365","Protein tyrosine phosphatase type IVA 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRLTS","Q15198","Platelet-derived growth factor receptor-like protein","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRP31","Q8WWY3","U4/U6 small nuclear ribonucleoprotein Prp31","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRPF31","Q8WWY3","U4/U6 small nuclear ribonucleoprotein Prp31","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRPF40A","O75400","Pre-mRNA-processing factor 40 homolog A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRRX1","P54821","Paired mesoderm homeobox protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRSN","O76070","Gamma-synuclein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRSP","P08118","Beta-microseminoprotein","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRSS19","O60259","Kallikrein-8","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRSS50","Q9UI38","Probable threonine protease PRSS50","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PRST","Q96JT2","Solute carrier family 45 member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PS2","P04155","Trefoil factor 1","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSAP","Q8IWL1","Pulmonary surfactant-associated protein A2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSC8","P25788","Proteasome subunit alpha type-3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSCA","O43653","Prostate stem cell antigen","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSMA3","P25788","Proteasome subunit alpha type-3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSMD6","Q15008","26S proteasome non-ATPase regulatory subunit 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PSTI","P00995","Serine protease inhibitor Kazal-type 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTC","P07949","Proto-oncogene tyrosine-protein kinase receptor Ret","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTEN","P60484","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTGES3","Q15185","Prostaglandin E synthase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTGS1","P23219","Prostaglandin G/H synthase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTGS2","P35354","Prostaglandin G/H synthase 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTK2","Q05397","Focal adhesion kinase 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTK2B","Q14289","Protein-tyrosine kinase 2-beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTP4A3","O75365","Protein tyrosine phosphatase type IVA 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTPN12","Q05209","Tyrosine-protein phosphatase non-receptor type 12","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTPN23","Q9H3S7","Tyrosine-protein phosphatase non-receptor type 23","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTPRH","Q9HD43","Receptor-type tyrosine-protein phosphatase H","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PTPRN2","Q92932","Receptor-type tyrosine-protein phosphatase N2","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PUDP","Q08623","Pseudouridine-5'-phosphatase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PUM","P15941","Mucin-1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PYK2","Q14289","Protein-tyrosine kinase 2-beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"PYPAF4","Q96MN2","NACHT, LRR and PYD domains-containing protein 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"QM","P27635","Large ribosomal subunit protein uL16","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAB5EP","Q15276","Rab GTPase-binding effector protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RABEP1","Q15276","Rab GTPase-binding effector protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RABGAP1L","Q5R372","Rab GTPase-activating protein 1-like","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RABL3","Q5HYI8","Rab-like protein 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RABPT5","Q15276","Rab GTPase-binding effector protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RABPT5A","Q15276","Rab GTPase-binding effector protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAC","P31749","RAC-alpha serine/threonine-protein kinase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAD51","Q06609","DNA repair protein RAD51 homolog 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAD51A","Q06609","DNA repair protein RAD51 homolog 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAD51C","O43502","DNA repair protein RAD51 homolog 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"RAD51D","O75771","DNA repair protein RAD51 homolog 4","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
